ICP_Score,Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes,Power_Units,Email
85,DIAMOND DOGS EXPRESS LLC,JACKSONVILLE,FL,(904) 614-5543,MC1802122,4541152,,,,1,LOPEZRODRIGUEZALEX76@GMAIL.COM
85,RANDALL TRUCKING LLC,SACRAMENTO,CA,(209) 453-5652,MC1738083,4420913,,,,1,RANDALLTRUCKINGLLC2@GMAIL.COM
85,SMART CARRIER LLC,EASTON,PA,(732) 896-6117,MC1784708,4508786,,,,1,SMARTCARRIER66@GMAIL.COM
85,GZ TRANSPORT LLC,BAKERSFIELD,CA,(661) 817-3486,MC1802811,3806764,,,,1,GABRIELZAMUDIO7@GMAIL.COM
85,RIGHT CHOICE TRUCKING LLC,INDIANAPOLIS,IN,(317) 258-0971,MC1791252,4520950,,,,1,CANDECEBAILEY@GMAIL.COM
85,AVGUR TRUCKING LLC,WEST CHESTER,OH,(513) 680-8475,MC1707137,4362086,,,,4,AVGURTRUCKING@GMAIL.COM
85,BATTLEGROUND TRUCKING LLC,HERMITAGE,PA,(724) 734-8315,MC1788808,4516377,,,,1,battlegroundtrucking@gmail.com
85,TRUCKING ALL NIGHT LLC,PALM HARBOR,FL,(321) 277-0320,MC1801651,3917432,,,,1,MTK22899@GMAIL.COM
85,ATMOSPHERE TRUCKING LLC,WADESBORO,NC,(980) 699-9722,MC1802489,4178845,,,,1,JOHNMCLENDON895@GMAIL.COM
85,WALKER STREET LOGISTICS LLC,ATLANTA,GA,(601) 946-2888,MC1702339,4353119,,,,6,WALKERSTREETHOLDINGS@GMAIL.COM
85,APS NATIONAL EXPRESS LLC,FORT MYERS,FL,(305) 496-4576,MC1769061,4479613,,,,1,PILETA.XXX@GMAIL.COM
85,GLR LOGISTICS LLC,HAMILTON,OH,(513) 330-3287,MC1801080,4539265,,,,1,GLRICE3@ICLOUD.COM
85,AZON LOGISTICS LLC,CLEVELAND,OH,(516) 790-9080,MC1801965,4540872,,,,1,AZONLLC26@GMAIL.COM
85,ARDZIN TRUCKING LLC,FOSTORIA,OH,(330) 226-2565,MC1774663,4489967,,,,1,ARDZINTRUCKING@OUTLOOK.COM
85,GRANE TEXAS TRANSPORT LLC,BENSENVILLE,IL,(773) 379-9700,MC1791021,4520520,,,,13,VVOLPE@GOGRANE.COM
85,JC ELITE CARRIER LLC,VERO BEACH,FL,(516) 650-0186,MC1734694,4414607,,,,1,JCELITECARRIERS@GMAIL.COM
85,LJJ TRANSPORT LLC,WEST PALM BEACH,FL,(561) 629-4007,MC1802543,4541898,,,,1,JMRIVERAM73@GMAIL.COM
85,MJIR GONZALEZ TRANSPORT LLC,OAK HILLS,CA,(951) 581-0897,MC1793335,4524883,,,,1,ZAMORACARMELA951@GMAIL.COM
85,ZEUS FOREVER LOGISTICS LLC,DOUGLASVILLE,GA,(678) 374-9791,MC1803165,4543002,,,,1,ZEUSFOREVERLOGISTICS@GMAIL.COM
85,USA TRANSPORT LLC,MIAMI,FL,(305) 850-7055,MC1801714,4540435,,,,1,USATRANSPORTLLC26@GMAIL.COM
85,WGBP EXPRESS LLC,JACKSONVILLE,FL,(786) 790-2087,MC1802494,4541858,,,,1,WGBPEXPRESSLLC@GMAIL.COM
85,GWD CARRIER LLC,GREENWOOD,IN,(516) 469-9666,MC1800825,4538725,,,,1,GWDCARRIER@GMAIL.COM
85,TEEW ONE TRUCKING LLC,RUSKIN,FL,(813) 370-9138,MC1802046,4541016,,,,1,TEEWONETRUCKINGLLC@GMAIL.COM
85,YBARRA TRANSPORT LLC,PALATINE,IL,(847) 848-4830,MC1803117,4542934,,,,2,JOE.IBARRA2187@ICLOUD.COM
85,ERIC  TRUCKING  LLC,KENTWOOD,MI,(616) 401-8221,MC1802270,4541422,,,,1,ERIC_JOSE07@HOTMAIL.COM
80,FANTASMA COMPANY TRUCKING,SEAGOVILLE,TX,(661) 474-9941,MC1062261,2721592,,,,4,JOELMUNOS90@GMAIL.COM
80,TAW LAW TRUCKING,AMARILLO,TX,(806) 282-1288,MC1582497,4132065,,,,1,tawlawtrucking@gmail.com
80,USA EAGLE TRUCKING,HALTOM CITY,TX,(682) 328-4663,MC1736055,4417165,,,,4,TRUCKING@USAEAGLECARPORTS.COM
80,JFS TRUCKING,ARCADIA,CA,(626) 248-6933,MC1036125,3278351,,,,1,EASON.SU.WH@GMAIL.COM
80,LU LU TONG TRUCKING,ROWLAND HEIGHTS,CA,(626) 841-2948,MC1390491,3832059,,,,1,LULUTONGTRUCKING@GMAIL.COM
80,MCCULLOUGH TRUCKING CO,KANSAS CITY,MO,(816) 359-0704,MC1630888,4219850,,,,1,MCCULLOUGHTRUCKINGCO@GMAIL.COM
80,LUNA SERVICES TRUCKING,LOS ANGELES,CA,(323) 457-9168,MC1602606,4155492,,,,1,DISPATCH@LUNASERVICETRUCKING.COM
75,JAVIER FLORES TRANSPORTATION LLC,ALTON,TX,(956) 321-9949,MC608223,1624152,,,,1,flores.rosy1970@gmail.com
75,SUKH ROADWAYS LLC,CYPRESS,TX,(832) 712-4944,MC690876,1935715,,,,3,sroadways13@gmail.com
75,DFH TRANSPORTATION LLC,HALTOM CITY,TX,(817) 367-7001,MC684026,1905535,,,,14,LBAUER@DFHTRANSPORTATION.COM
75,ROYAL GOLD XPRESS LLC,KATY,TX,(409) 333-8250,MC750489,2025431,,,,1,royalgold22nd@gmail.com
75,ATM CARRIERS LLC,LAREDO,TX,(956) 701-3436,MC771581,2260800,,,,17,safetyatmCARRIERSLLC@gmail.com
75,TEPOKATZ FLATBED LLC,SAN ANTONIO,TX,(210) 468-0090,MC865990,2499022,,,,7,INFO@TEPOKATZ.COM
75,GUARDIAN DELIVERIES LLC,HOUSTON,TX,(832) 868-2311,MC864728,2496003,,,,5,DISPATCH@GUARDIANDELIVERIESLLC.COM
75,RUIZ TRANSPORTATION SERVICES LLC,LAREDO,TX,(956) 516-0839,MC918848,2637769,,,,1,AMYSARLI@YAHOO.COM
75,CAB EX CARGO LLC,LAREDO,TX,(956) 413-8008,MC924858,2778611,,,,13,ADRIAN.LAVILLA@GRUPOCABEZUT.COM
75,LA ROCA TRANSPORTATION LLC,EL PASO,TX,(915) 996-7979,MC959568,2864050,,,,4,FIERROJESUS385@GMAIL.COM
75,ONEKEE LLC,VAN ALSTYNE,TX,(682) 715-8209,MC083729,3113076,,,,2,ONEKEE3@yahoo.com
75,SARA TAHA LLC,FT WORTH,TX,(682) 239-3333,MC036503,3025121,,,,2,KEVINEASTWOOD33@gmail.com
75,JCRN LLC,MANSFIELD,TX,(469) 363-7347,MC086192,3117657,,,,6,JCRNLLC@GMAIL.COM
75,IMPERIAL CHARTERS LLC,MANSFIELD,TX,(214) 414-9041,MC1034947,3275884,,,,3,JTUNSTALL@IMPERIAL-CHARTERS.COM
75,ROME TRANSPORTATION LLC,BROWNSVILLE,TX,(956) 755-8322,MC1020898,3246690,,,,1,"ROGER_PUPO@HOTMAIL.COM, romedispatch@gmail.com"
75,TMS TRANSPORTER LLC,PUTNAM,TX,(682) 374-6556,MC1140033,3477232,,,,1,TMS.INFO@TMSTRANSPORTER.COM
75,SHORT TIME TRANSPORTATION LLC,LUFKIN,TX,(936) 675-0364,MC1155704,3501222,,,,1,aking@shorttimetransportation.com
75,THE GREENER THINGS LLC,DALLAS,TX,(469) 720-3797,MC1073610,3354655,,,,6,KEALAWSON@YAHOO.COM
75,TRIPLE H TRUCKING & LOGISTICS LLC,NACOGDOCHES,TX,(713) 412-4010,MC1089660,3390688,,,,2,TRIPLEHTRUCKERS@YAHOO.COM
75,MAXX TRUCK LLC,FRIENDSWOOD,TX,(281) 701-1078,MC1094083,3399686,,,,1,maxxtruck@outlook.com
75,KLH FREIGHT LLC,MONTGOMERY,TX,(479) 871-1002,MC1130459,3462132,,,,1,KLHFR8@GMAIL.COM
75,MOCHIMA LLC,HUTTO,TX,(346) 970-7103,MC1050091,3288491,,,,1,MOCHIMALLC@GMAIL.COM
75,JETAIRO SHORT HAUL TRUCKING LLC,HEMPSTEAD,TX,(832) 232-2451,MC1093212,3397925,,,,1,JETAIROPARNELL45@GMAIL.COM
75,SWITCH MC LLC,HOUSTON,TX,(786) 546-7366,MC1093965,3399459,,,,4,SWITCHMCLLC@GMAIL.COM
75,TRANS TRANSPORT SERVICES LLC,LAREDO,TX,(956) 337-4612,MC1082649,3259470,,,,1,REBECCA.DELEON@TTS-LAREDO.COM     LIZA.DELEONGATES@TTS-LAREDO.COM
75,CARTER CAIN HOTSHOTS LLC,HOUSTON,TX,(832) 960-8248,MC1041111,3288806,,,,2,MOJEFF806@GMAIL.COM
75,TURNKEY TEXAS LLC,HOUSTON,TX,(281) 753-7431,MC1198621,3564792,,,,1,dispatch@tktexas.co
75,JCS OILFIELD SERVICES LLC,CARTHAGE,TX,(903) 754-2147,MC1199410,3565883,,,,3,HAPPYCROOKS@AOL.COM
75,TRANSCON CAPITAL LLC,LUBBOCK,TX,(806) 789-5131,MC1262162,3656170,,,,5,tye@gotransconcapital.com
75,GALVAN FREIGHT XPRESS LLC,EL PASO,TX,(915) 383-8765,MC1234210,3617166,,,,1,SOTELO.QS@GMAIL.COM
75,ROADWAY FREIGHT LLC,KATY,TX,(346) 205-4148,MC1229997,3611027,,,,1,ROADWAY243@GMAIL.COM
75,KING OF FIRE LLC,KATY,TX,(512) 412-8903,MC1197374,3562998,,,,1,KINGOFFIRELLC@GMAIL.COM
75,AWDAL TRANSPORTATION LLC,HOUSTON,TX,(832) 715-5317,MC1268898,3665403,,,,5,AWDALTRANSPORTATIONLLC@GMAIL.COM
75,ROMOVO LLC,DEL VALLE,TX,(512) 956-4707,MC1296342,3702834,,,,1,freight@romovo.co
75,ALLWAY TRANS LLC,SACHSE,TX,(520) 481-3324,MC1289040,3692894,,,,3,ALLWAYTRANSLLC@GMAIL.COM
75,NSHU TRANSPORTATION LLC,LAREDO,TX,(956) 949-0595,MC1349954,3776031,,,,6,Norberto@nshutranportation.com
75,JIPSA LLC,SEMINOLE,TX,(432) 788-4206,MC1307077,3717373,,,,1,isaakmartens2@gmail.com
75,FYASA USA LLC,HIDALGO,TX,(956) 322-8180,MC1315704,3729155,,,,6,JOSEGARZA@FYASAUSA.COM
75,A&Y BROTHERS TRUCKING LLC,KATY,TX,(281) 662-1365,MC1334837,3755462,,,,1,AYTRUCKING25@GMAIL.COM
75,BROTHERS D AND A TRUCKING LLC,NEW CANEY,TX,(346) 775-8289,MC1426696,2917527,,,,2,BROTHERSDANDATRUCKING@GMAIL.COM
75,I AM SUCCESS LLC,HUMBLE,TX,(832) 309-0375,MC1473907,2948239,,,,1,IAMSUCCESS42@AOL.COM
75,MAGA TRANSPORTATION LLC,LAREDO,TX,(956) 401-4920,MC1461154,3937326,,,,6,MAGATRANSPORTATIONLLC@GMAIL.C
75,MARSAN TRANSPORTATION LLC,BROWNSVILLE,TX,(956) 521-4804,MC1431709,3892798,,,,4,MARSANTRANSPORTATION@GMAIL.COM
75,PERMIAN VAC SERVICES LLC,MONAHANS,TX,(432) 634-4184,MC1477565,3961542,,,,4,paige@wdscompanies.com
75,MDM TRANSPORTATION LLC,GRAND PRAIRIE,TX,(214) 558-5250,MC1418189,3872433,,,,5,MDMTRANSPORTATION21@YAHOO.COM
75,BELEN XPRESS LLC,EL PASO,TX,(915) 800-6053,MC1469649,3949952,,,,1,GILRUEDA05271962915@GMAIL.COM
75,BSA TRANSPORTATION LLC,SAN ANTONIO,TX,(210) 797-5029,MC1479330,3964205,,,,11,BSATRANSPORTATION@YAHOO.COM
75,MAP IT LLC,FORT WORTH,TX,(817) 381-8210,MC1562261,4097336,,,,3,MAPITLLC@YAHOO.COM
75,UNLIMITED DIESEL TRUCKS LLC,PLANO,TX,(469) 753-9383,MC1514459,4017548,,,,6,contact@unlimiteddieseltrucks.com
75,JRS EXPERIENCE LLC,ARLINGTON,TX,(817) 507-8550,MC1487577,2909965,,,,1,jrsexperience@gmail.com
75,LTD CARRIERS LLC,WESLACO,TX,(956) 648-1103,MC1546126,4070169,,,,5,LTDCAR44@GMAIL.COM
75,DCG CARRIERS LLC,LAREDO,TX,(956) 770-4777,MC1561732,4085587,,,,2,DCGDISPATCH@GMAIL.COM
75,RG HUNTSMAN LLC,EDINBURG,TX,(512) 743-8690,MC1568932,4108797,,,,2,ADMIN@RGHUNTSMAN.COM
75,STRAIGHTLINE TRANSPORTERS LLC,HOUSTON,TX,(832) 495-3422,MC1524087,4032861,,,,1,DARIJEFFERSON@OUTLOOK.COM
75,MJM EXPRESS TRANSPORTION LLC,TOMBALL,TX,(346) 255-6685,MC1521994,4029554,,,,3,LINAAFANADOR1@GMAIL.COM
75,CATRA HOTSHOT LLC,CLEVELAND,TX,(832) 805-5514,MC1499906,3995139,,,,1,CATRAHOTSHOTLLC@GMAIL.COM
75,JBL CARRIERS LLC,WESLACO,TX,(956) 650-8542,MC1534667,4050400,,,,2,JBLCARRIERS@GMAIL.COM
75,KOTA EX LLC,MANSFIELD,TX,(682) 582-3032,MC1486610,3975068,,,,1,KOTAEXLLC@GMAIL.COM
75,MARDINI LLC,ALLEN,TX,(469) 270-3427,MC1670172,4291961,,,,2,Safety@mardinilogistics.net
75,PHIAZ LOGISTIC LLC,MIDLOTHIAN,TX,(858) 285-8615,MC1593467,4148468,,,,1,PHILONDARIUS96@GMAIL.COM
75,DRS TRANSPORTATION LLC,DALLAS,TX,(281) 201-0605,MC1631497,4220978,,,,3,SUPPORT@DRSTRANSPORTATION.COM
75,DALLASCOWBOYS  FREIGHT LLC,BAIRD,TX,(214) 900-3412,MC1599131,4161309,,,,1,DCFREIGHT21@YAHOO.COM
75,LONESTAR EXPRESS TEXAS LLC,ALLEN,TX,(619) 922-0384,MC1643830,4243785,,,,1,SHAHVALI.HE82@GMAIL.COM
75,AWSS LLC,RICHMOND,TX,(281) 750-2332,MC1685466,4320211,,,,1,AWS.LLC@YAHOO.COM
75,VM TRANSPORT SOLUTIONS LLC,BURLESON,TX,(737) 341-8903,MC1611005,4183324,,,,2,INFO@VM-TRANSPORT.COM
75,MM FAST TRANSPORTATION LLC,LAREDO,TX,(956) 898-4426,MC1681709,4313502,,,,1,OPERATIONS@MMFASTTRANS.COM
75,SUPERIOR ROUTES LLC,HUMBLE,TX,(713) 935-5419,MC1682832,4315475,,,,1,SUPERIORROUTES24@OUTLOOK.COM
75,SHEPS OTR LLC,LUBBOCK,TX,(806) 928-5867,MC1613389,4187790,,,,1,SHEPSOTR@GMAIL.COM
75,KAPA TRANSPORTATION LLC,CANUTILLO,TX,(915) 218-3817,MC1648580,3713526,,,,1,kapaserrano1@gmail.com
75,AMAS FREIGHT SERVICES LLC,ROUND ROCK,TX,(512) 945-0001,MC1608989,4179641,,,,1,ally.maumba@amasfreight.com
75,UPGRADE FREIGHT CO LLC,NORTH RICHLAND HILLS,TX,(407) 334-5958,MC1686567,4321940,,,,1,UPGRADEFREIGHT.CO@GMAIL.COM
75,BARTON R GAINES LLC,JOSHUA,TX,(682) 202-2133,MC1693228,4335423,,,,1,bartongaines@gmail.com
75,QUEST DRIVE LLC,DALLAS,TX,(945) 400-7582,MC1688454,4325966,,,,2,QUESTDRIVELLC@GMAIL.COM
75,BEST BET ENTERPRISE LLC,AUSTIN,TX,(254) 931-7969,MC1698967,4346614,,,,1,JACOBDENNO99@GMAIL.COM
75,RORU TRANSPORTATION LLC,KYLE,TX,(210) 574-1000,MC1699323,4347322,,,,4,ADMIN.RORU@RTMAVANZA.COM
75,EAZY TRANS LLC,VON ORMY,TX,(210) 560-7738,MC1643348,2825926,,,,14,OFFICE@EAZYTRANS.NET
75,KORRAL FUEL DISTRIBUITORS LLC,EAGLE PASS,TX,(210) 608-7058,MC1669868,3286181,,,,10,KORRALFUELDIST@GMAIL.COM
75,MACA TRANSPORTATION LLC,LAREDO,TX,(956) 712-2717,MC1693244,4335448,,,,2,am2104370@gmail.com
75,MOQUI ENTERPRISE LLC,ROYSE CITY,TX,(325) 532-8064,MC1732169,4409767,,,,1,SHELDON@MOQUIENTERPRISE.COM
75,RA VAN SERVICES LLC,HOUSTON,TX,(346) 260-9060,MC1802988,4542729,,,,1,ALVAREZREY2026@GMAIL.COM
75,NORTHEWAY LLC,HOUSTON,TX,(218) 779-1060,MC1731300,4392977,,,,1,NORTHEWAYLLC@GMAIL.COM
75,N & E TRUCKING LOGISTICS LLC,HOUSTON,TX,(832) 919-3487,MC1725293,4396475,,,,2,NETRUCKING0207@GMAIL.COM
75,TRUWAY XPRESS LLC,ODESSA,TX,(214) 222-5566,MC1707876,4363436,,,,19,INFO@TRYWAYEXPRESS.COM
75,ORION SERVICES LLC,LYTLE,TX,(210) 602-1221,MC1793010,4524280,,,,1,ORIONSERVICESLLC25@GMAIL.COM
75,AMIR BEST LINE LLC,EULESS,TX,(337) 435-4025,MC1789574,4517809,,,,1,BENJAMINORTEGA@YMAIL.COM
75,SAFE HAVEN FREIGHT LLC,HOUSTON,TX,(281) 979-4676,MC1777505,4495127,,,,1,SAFEHAVENFREIGHTLLC@GMAIL.COM
75,PROLOCKS LLC,HALTOM CITY,TX,(317) 499-8298,MC1802374,4541627,,,,1,IBRAHEMSS@GMAIL.COM
75,LEMITAR FREIGHT LLC,ARLINGTON,TX,(575) 418-9284,MC1726802,4399500,,,,2,SEAN.SM72@GMAIL.COM
75,METAL TWISTED LLC,GRAND PRAIRIE,TX,(214) 470-3847,MC1727940,4401717,,,,1,NEONCLOUD@OUTLOOK.COM
75,MEVZU LLC,HOUSTON,TX,(346) 396-3846,MC1756303,4455420,,,,1,INFO@MEVZU.ONE
75,K LINES LLC,LAREDO,TX,(956) 999-6410,MC1704164,4356603,,,,6,CSR@KLINESLLC.COM
75,FREIGHT DYNAMICS LLC,WEBSTER,TX,(713) 489-4447,MC1799381,4536125,,,,1,FRANKIE@FREIGHT-DYNAMICS.COM
75,INKA MOVERS LLC,GRAPEVINE,TX,(469) 276-5476,MC1753208,4449544,,,,2,INKAMOVERSLLC@GMAIL.COM
75,JK MATTU LLC,PRINCETON,TX,(469) 989-7598,MC1716966,4380314,,,,1,DISPATCH@JKMATTU.COM
75,THE FOUR BROTHERS TRUCKING LLC,ELMENDORF,TX,(979) 248-5961,MC1801992,4305648,,,,1,4BROTHERSTRUCKING5961@GMAIL.COM
75,GT TRANSPORTATION LLC,GALVESTON,TX,(951) 264-1084,MC1802005,4438382,,,,2,GTTRANSPORTATION221@OUTLOOK.COM
75,SANCHEZ IN TEXAS LLC,EAGLE PASS,TX,(830) 872-6246,MC1750630,4444605,,,,2,TRANSPORTSANCHEZINTEXAS25@GMAIL.COM
75,ACROSS STATES MOVING LLC,LITTLE ELM,TX,(469) 682-4168,MC1715342,4377254,,,,2,ACROSSTATESMOVING@GMAIL.COM
75,ITECH SOLUTIONS LLC,LAKE JACKSON,TX,(347) 908-1905,MC1774361,4489409,,,,1,Admin@itachei.com
75,BENJAMIN TRUCK SERVICES LLC,KERMIT,TX,(432) 208-2097,MC1734131,4413510,,,,2,BENJAMINTRUCKSERVICES@GMAIL.COM
75,MCTC TRANSPORTATION LLC,GRAND PRAIRIE,TX,(972) 917-8780,MC1795887,4529599,,,,1,MCTCTRANSPORT@GMAIL.COM
75,GALMICHI TRANSPORTATION LLC,FORT WORTH,TX,(817) 938-1088,MC1802079,4541085,,,,1,GALMICHE51@GMAIL.COM
75,ONYX ROSE MERCHANTS LLC,HORSESHOE BAY,TX,(830) 371-6903,MC1802222,4520846,,,,1,THORTHUNDERBOLT2026@ICLOUD.COM
75,JVI LLC,SANTO,TX,(346) 297-4293,MC1735639,4060892,,,,1,SOSAJOLEYSA@GMAIL.COM
75,NARANJO KINETICS LLC,SAN ANTONIO,TX,(210) 262-6623,MC1802858,4542529,,,,1,ERASMONARANJO95@GMAIL.COM
75,DAA EXPEDITED SERVICES LLC,LAREDO,TX,(956) 625-8018,MC1707053,4361960,,,,1,DAAEXPEDITED@GMAIL.COM
75,A ELIAS TRANSPORTATION LLC,LAREDO,TX,(956) 635-0024,MC1713956,4374616,,,,1,A.ELIASTRANSPORTATION@GMAIL.COM
75,JM SPECIALIZED SERVICES LLC,HOUSTON,TX,(346) 705-4216,MC1796566,4530904,,,,1,JMSPECIALIZEDSERVICES@GMAIL.COM
75,DELKAGO LLC,PECOS,TX,(214) 809-8823,MC1741567,4427403,,,,1,Delkago001@gmail.com
75,NOACK LAND MANAGEMENT LLC,VOTAW,TX,(409) 550-8107,MC1756265,3962465,,,,1,ERIC_TIFFANYNOACK@YAHOO.COM
75,BILAM VENTURES LLC,HOUSTON,TX,(718) 710-5871,MC1735525,4416138,,,,1,MYMUM4LIFE2009@GMAIL.COM
75,BROTHER MOLL LLC,KYLE,TX,(737) 378-5025,MC1724530,4385062,,,,1,BROTHERMOLL.LLC@GMAIL.COM
75,CASTILLO TRANSPORTES LLC,TEMPLE,TX,(512) 502-4158,MC1766095,4473946,,,,1,CASTILLOTRANSPORTESLLC@YAHOO.COM
75,LA BLANQUITA RANCH LLC,MISSION,TX,(956) 379-8663,MC1735285,4317243,,,,3,OPERATIONS@LBRTRANSPORT.COM
75,AK RAPID TRANSPORTATION LLC,NEDERLAND,TX,(337) 313-8586,MC1803301,4530787,,,,1,CONTACT@AKHOTSHOTS.NET
75,QUANTUM SERVICES LLC,HAMPTON,GA,(678) 507-9774,MC655692,1710873,,,,1,QUANTUMSERVIcESLLC@GMAIL.COM
75,BRI-SON TRUCKING LLC,ASHLAND,OH,(330) 201-2259,MC703131,1986646,,,,2,BRISONTRUCKING@GMAIL.COM
75,SHAC TRANS LLC,STERLING HEIGHTS,MI,(586) 489-9696,MC742548,2131935,,,,1,hana@wowway.com
75,GCTRUCKINGSD LLC,LAKE ELSINORE,CA,(619) 859-9127,MC734352,2105525,,,,5,GCGTRUCKING19@GMAIL.COM
75,CYPRESS XPRESS LLC,WEBSTER,FL,(717) 487-0665,MC769840,2256087,,,,1,cypressxpress@gmail.com
75,MONADA LLC,HATBORO,PA,(267) 205-1358,MC749585,2154643,,,,1,MONADALLC@GMAIL.COM
75,DELIVERIES DONE RIGHT LLC,AKRON,OH,(330) 564-7050,MC763459,2145170,,,,2,ALHOLMES615@GMAIL.COM
75,INTERCITY TRUCKERS LLC,MARIETTA,GA,(770) 485-7173,MC786197,2302844,,,,3,compliance.intercity@gmail.com
75,URBAN FREIGHT SERVICES LLC,PASSAIC,NJ,(201) 446-1998,MC796329,1443057,,,,1,urbanfreightservices@gmail.com
75,BODY WORKS TOWING LLC,MENOMINEE,MI,(906) 863-3673,MC801761,2188504,,,,1,BODYWORKSPLUS06@YAHOO.COM
75,MIRANDA XPRESS LLC,LITTLE FALLS,NJ,(973) 405-9681,MC824712,2398414,,,,2,MIRANDAXPRESS@GMAIL.COM
75,PK TURBO LLC,MATTHEWS,NC,(877) 505-0091,MC842838,2455716,,,,9,PKTURBOLLC@GMAIL.COM
75,FAIRLINE LLC,GAHANNA,OH,(612) 309-8401,MC857395,2478179,,,,1,AWEYSMU20@GMAIL.COM
75,IDEAL TRANSPORTATION LLC,MORRISVILLE,MO,(417) 298-4870,MC857725,2478913,,,,6,CDBGLOBAL@GMAIL.COM
75,RILEY FARMS LLC,ARGENTA,IL,(217) 853-6921,MC856447,2475869,,,,1,PRILEY20@YAHOO.COM
75,HELPS LLC,CHARLOTTE,NC,(704) 517-3056,MC905479,2119013,,,,1,helpsllc1@gamil.com
75,TRANSPORT SIX LLC,ST AUGUSTINE,FL,(904) 993-9930,MC913006,2608321,,,,1,montymex6584@gmail.com
75,COLT TRANS LLC,RIALTO,CA,(915) 422-8014,MC888644,2550510,,,,5,COLTTRANS09@GMAIL.COM
75,UNIVERSAL COAST TRANSPORTATION LLC,CORAL SPRINGS,FL,(954) 605-5827,MC877389,2526126,,,,1,dwilliams0420@gmail.com
75,CITY TOWING LLC,BARSTOW,CA,(760) 256-5007,MC917229,2634462,,,,3,CITYTOWINGLLC@YAHOO.COM
75,FREIGHT ONE XPRESS LLC,STONE MOUNTAIN,GA,(404) 518-4041,MC936612,1436472,,,,2,freightonexpress@gmail.com
75,CAPTAIN FREIGHT LLC,TIPP CITY,OH,(937) 814-9585,MC918699,2637458,,,,5,CFREIGHT48@GMAIL.COM
75,MUSGROVE TRUCK CENTER LLC,MILLWOOD,GA,(912) 467-1170,MC928164,2785331,,,,5,DWMTRANPORTATION@GMAIL.COM
75,JANOSZ TRANSPORTATION LLC,CRETE,IL,(630) 914-0009,MC994730,2941193,,,,1,RONALD@JANOSZTRANSPORTATION.Com
75,ATLAS AMERICAN TRUCK LLC,ORLANDO,FL,(786) 660-2724,MC993827,2939451,,,,2,isealeandro@hotmail.com
75,DAS XPRESS LLC,BAKERSFIELD,CA,(239) 234-9234,MC972652,2894786,,,,2,gretchenmursuli@gmail.com
75,SANTANA TRANSFER LLC,PISCATAWAY,NJ,(646) 664-6128,MC970645,3927755,,,,1,Santanallc26@gmail.com
75,OSG TOWING LLC,SAINT LOUIS,MO,(314) 941-3981,MC982690,2511422,,,,4,OSGTOWING@YAHOO.COM
75,RIO TRANSPORTATION LLC,WILSON,NC,(252) 955-1984,MC017617,2988072,,,,1,RIOTRANSPORTATION01819@GMAIL.COM
75,CADWEYNE TRANSPORTATION LLC,HILLIARD,OH,(614) 705-8734,MC078774,3103382,,,,5,CADWEYNE@GMAIL.COM
75,RJB LLC,WENTZVILLE,MO,(844) 894-4449,MC076496,3090320,,,,2,i44expressoffice@gmail.com
75,BORDEAUX CONTRACTING COMPANY LLC,ELIZABETHTOWN,NC,(910) 876-2548,MC064838,3068877,,,,1,KAYBEATTY1@YAHOO.COM
75,HORIZON TRANSPORTING LLC,MARIANNA,FL,(386) 627-4365,MC115308,3167041,,,,4,HORIZONTRANSPORT18@GMAIL.COM
75,WHITESTAR ENTERPRISE LLC,WOODLAND PARK,NJ,(201) 936-4768,MC077848,3101848,,,,1,whitestarenterprise@hotmail.com
75,CURRY LOGISTICS MANAGEMENT LLC,ST PETERSBURG,FL,(727) 256-5118,MC041312,3034636,,,,1,DABRAIN7@GMAIL.COM
75,HOOSIER TRANS LLC,ODON,IN,(812) 798-3545,MC024075,3001001,,,,5,HOOSIERTRANS@YAHOO.COM
75,ON DUTY TRANSPORTATION LLC,FLEMING ISLAND,FL,(860) 794-5549,MC077162,3100427,,,,3,EVA@ONDUTYTRANS.NET
75,AK LOGISTICS TRANSPORTATION LLC,MELROSE PARK,IL,(773) 641-9119,MC044993,3040232,,,,9,dispatch@ak-transportation.com
75,INTELFREIGHT LLC,COLUMBUS,OH,(614) 570-0708,MC080870,3107408,,,,5,INTELFREIGHT@GMAIL.COM
75,GRIZZLY TRANSPORTATION LLC,MEMPHIS,TN,(901) 401-5070,MC058605,3066896,,,,4,grizzly@grizzlytran.com
75,J RILEY XPRESS LLC,LAKE WALES,FL,(863) 969-8560,MC026554,2944895,,,,1,JRILEYXPRESS@OUTLOOK.COM
75,BALDWIN RECOVERY LLC,STOCKBRIDGE,MI,(727) 470-7500,MC090585,1723514,,,,3,baldwinrecovery@aol.com
75,DACO TRANSPORTATION LLC,NUTLEY,NJ,(551) 556-7047,MC114043,3165249,,,,1,DACO.TRANSPORTATION1@GMAIL.COM
75,SEMPER FI TRANSPORTS LLC,CHICAGO,IL,(224) 998-8271,MC071996,3091821,,,,1,info@sempertruck.com
75,VIANA TRANSPORT SERVICE LLC,APPLE VALLEY,CA,(323) 679-4423,MC1024319,3253314,,,,1,JOSEJRVIANA@GMAIL.COM
75,NEW MOVEMENT LLC,WEST HAZLETON,PA,(347) 447-8855,MC1026069,3256983,,,,1,NEWMOVEMENTLLC@AOL.COM
75,KC DUMPSTER COMPANY LLC,LEES SUMMIT,MO,(816) 591-2135,MC169468,2954928,,,,18,RODY@KCDUMPSTER.COM
