Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes
GG&E TRUCKING LLC,FEASTERVILLE,PA,(252) 263-7717,MC1068953,3346253,,,
NDS LOGISTICS LLC,DARBY,PA,(267) 904-9526,MC1049927,3307239,,,
FETTLINE ENTERPRISES LLC,PHILADELPHIA,PA,(872) 250-2555,MC1098874,3409301,,,
REM EXPRESS LLC,LEVITTOWN,PA,(680) 800-0808,MC1054820,3317202,,,
ELITE HAULING LLC,FANNETTSBURG,PA,(717) 414-2248,MC1096607,3404821,,,
TRIDENT LOGISTICS LLC,WASHINGTON,PA,(412) 420-6835,MC1094221,3399971,,,
DIKO TRUCKING INC,PHILADELPHIA,PA,(215) 439-0089,MC1068654,3345613,,,
NEW MOTIONS TOWING & RECOVERY CORPORATION,UPPER DARBY,PA,(215) 406-7061,MC1058679,3325036,,,
POWER PUSH WEIGHT LLC,MOUNT POCONO,PA,(570) 517-9567,MC1040282,3097177,,,
LOVE USA TRANSPORTATION I INC,OAKDALE,PA,(513) 653-0050,MC1131665,3464050,,,
ROMANCORP INCORPORATED,JAMESTOWN,PA,(814) 671-0615,MC1148290,3326059,,,
JACK & A BOX EXPRESS LLC,IMPERIAL,PA,(412) 264-1584,MC1226953,3606633,,,
HUNTERS TOWING AND RECOVERY,FREEDOM,PA,(724) 920-4207,MC1229672,3610560,,,
AGE TRANSPORT LLC,ALLENTOWN,PA,(484) 966-8730,MC1256308,3647994,,,
TRI-STATE DUMPSTER KINGS CORP,MATAMORAS,PA,(570) 491-8186,MC1204586,3573594,,,
NZ TRUCKING LLC,FEASTERVILLE TREVOSE,PA,(646) 726-5562,MC1231398,3613112,,,
PBR TRUCKING LLC,NEW MILFORD,PA,(570) 906-1598,MC1224801,3576352,,,
SOSA TRUCKING LLC,BRISTOL,PA,(202) 425-0481,MC1201041,3565071,,,
S & R FREIGHTLINE LLC,PHILADELPHIA,PA,(215) 930-2846,MC1198950,3565245,,,
ON MY WAY TRUCKING LLC,PHILADELPHIA,PA,(602) 301-4198,MC1220410,3587582,,,
LOWER MOUNTAIN TRUCKING LLC,CANTON,PA,(570) 660-5970,MC1210835,3582867,,,
LION LOGISTICS INC,PHILADELPHIA,PA,(267) 831-0363,MC1224740,3603357,,,
JKH BROTHERS INC,NEWTOWN,PA,(646) 642-3341,MC1274220,3672694,,,
JOE GIGLIOTTI & SONS ORNAMENTAL IRON,READING,PA,(610) 775-3532,MC1326344,3743867,,,
CRAIG'S LIVESTOCK TRANSFER LLC,SHIPPENSBURG,PA,(717) 532-5221,MC1357348,3785762,,,
RR COMMERCIAL SERVICES INC,COOPERSBURG,PA,(215) 536-0309,MC1304554,971813,,,
KRS TRUCKING LLC,LANCASTER,PA,(717) 606-7321,MC1271376,3668839,,,
TEAM DRENCH LLC,MIDDLETOWN,PA,(223) 797-5309,MC1334583,3755122,,,
GILLANI TRUCKING LLC,BETHLEHEM,PA,(347) 691-6720,MC1365909,3798017,,,
TOUCHDOWN LOGISTICS LLC,NEW CUMBERLND,PA,(717) 315-1497,MC1377148,3813455,,,
GL PREMIER LOGISTICS LLC,TOBYHANNA,PA,(347) 343-1848,MC1454009,3926520,,,
G QUALITY TRANSPORTATION INC,HORSHAM,PA,(267) 600-5559,MC1471716,3952877,,,
CRUZ 23 TRUCKING CORP,DRUMS,PA,(929) 217-2580,MC1409126,3859054,,,
EXPRESS LOGISTICS GROUP LLC,HARRISBURG,PA,(717) 703-0303,MC1409469,3859565,,,
TA STRATEGIC TRUCKING INC,SHARON HILL,PA,(610) 237-1800,MC1393624,2929158,,,
ROADMAP DISPATCH INC,WARMINSTER,PA,(631) 992-4417,MC1446926,3915891,,,
JMARINEZ TRANSPORTATION LLC,HAZLETON,PA,(570) 436-1489,MC1436629,3900247,,,
C REMINGTON TRUCKING LLC,PHILADELPHIA,PA,(862) 202-9611,MC1469002,3948958,,,
GARLAND DISTRIBUTION LLC,VERONA,PA,(412) 721-5532,MC1534684,4050421,,,
LOADMASTER FREIGHT INC,PHILADELPHIA,PA,(267) 777-9393,MC1495939,3989087,,,
SEMB ENTERPRISES II LLC,HONESDALE,PA,(347) 847-6059,MC1567903,4107009,,,
508 ACCESS LLC,BUSHKILL,PA,(718) 751-0508,MC1522112,4029722,,,
RUDE CREW TRUCKING LLC,MASONTOWN,PA,(724) 208-8415,MC1501771,3997942,,,
CORNERSTONE TOWING INC,PHILADELPHIA,PA,(215) 791-5390,MC1562584,4097918,,,
L & R TRANS CARRIER LLC,ALLENTOWN,PA,(718) 938-3279,MC1527266,4037929,,,
MOUNTAIN VIEW AUTO & TRUCK REPAIR LLC,CHAMBERSBURG,PA,(717) 496-9254,MC1560115,3343985,,,
FIVE STAR TRUCKING INC,BENSALEM,PA,(267) 777-3835,MC1492838,3984401,,,
STAFFORD TRUCKING LLC,JOHNSTOWN,PA,(814) 475-1799,MC1551822,3994370,,,
JETTCO INC,PHILADELPHIA,PA,(267) 988-2555,MC1583682,4125392,,,
OUTLAW LOGISTICS LLC,PHILADELPHIA,PA,(609) 505-7096,MC1540793,4060829,,,
AIL TRUCKING LLC,PHILADELPHIA,PA,(718) 350-0132,MC1504422,4002098,,,
JIKS LLC,PITTSBURGH,PA,(412) 733-8480,MC1621755,4202884,,,
PIROLLI TRUCKING LLC,NICHOLSON,PA,(570) 846-1489,MC1640273,3943785,,,
KSK LOGISTICS INC,ALLENTOWN,PA,(646) 946-2856,MC1600832,4164485,,,
ML NORTH TRUCKING LLC,SAYLORSBURG,PA,(862) 213-4225,MC1650673,4256383,,,
BARI786 LLC,STEELTON,PA,(908) 266-0037,MC1682182,4314328,,,
ARRIVAL ONE TRANSPORT CORP,READING,PA,(551) 755-2228,MC1595959,4155345,,,
KIEFER TRUCKING LLC,MONTROSE,PA,(570) 278-2112,MC1590409,608426,,,
JOE LOGISTICS SERV LLC,READING,PA,(646) 973-9898,MC1693596,4336112,,,
S & Z TRUCKING INC,PHILADELPHIA,PA,(215) 909-2443,MC1694605,4338085,,,
MARA EXPRESS LLC,SHENANDOAH,PA,(862) 440-7507,MC1658509,4270672,,,
WEST STAR UA LLC,DOYLESTOWN,PA,(267) 267-1575,MC1620816,4201191,,,
AIYDEN TRANSPORTATION INC,COLLINGDALE,PA,(267) 312-9426,MC1620465,4200555,,,
ZEPHYR CARGO LLC,INDIANA,PA,(929) 506-7901,MC1692877,4334769,,,
PEGAS LOGISTICS LLC,FEASTERVILLE TREVOSE,PA,(267) 270-6195,MC1670234,4292067,,,
SADIYA LOGISTICS LLC,SEVEN FIELDS,PA,(267) 253-5666,MC1694194,4337251,,,
GLOBAL TRUCKERS INC,FEASTERVILLE TREVOSE,PA,(267) 228-6970,MC1604544,4171460,,,
DUBE LOGISTICS LLC,MECHANICSBURG,PA,(612) 741-1842,MC1668334,4288663,,,
DA TRANSPORT,PHILADELPHIA,PA,(215) 966-2151,MC1777835,4495738,,,
PROVERBIO 13-3 LLC,READING,PA,(835) 254-7207,MC1775465,4491420,,,
SAYYOR MOTORS LLC,LANGHORNE,PA,(215) 833-9312,MC1762339,4466777,,,
ESTEVEN EXPRESS LLC,HARRISBURG,PA,(717) 408-1361,MC1801732,4540469,,,
PGH FREIGHT LLC,PITTSBURGH,PA,(412) 303-7840,MC1802666,4542154,,,
VITAL VALLEY LOGISTICS LLC,EASTON,PA,(610) 483-1099,MC1799077,4535554,,,
KHATLON LLC,PHILADELPHIA,PA,(929) 575-1933,MC1703188,4354685,,,
CW SHEPPARD ENTERPRISES LLC,NEW OXFORD,PA,(717) 752-4226,MC1802395,4541669,,,
E&Y TRUCKING LLC,VERONA,PA,(412) 689-2127,MC1731149,4407824,,,
CROSSROADS TRANSPORT LLC,PHILADELPHIA,PA,(215) 498-4214,MC1796452,4530676,,,
SSE LOGISTICS LLC,YORK,PA,(717) 815-0664,MC1793546,4525275,,,
CG LOGISTICS CORP,MOUNT POCONO,PA,(201) 401-7155,MC1743632,4431330,,,
SUNRISE FREIGHT LLC,ALLENTOWN,PA,(484) 550-8697,MC1799512,4536363,,,
RITCHEY ACQUISITION COMPANY LLC,CANONSBURG,PA,(724) 745-7700,MC1802632,4542112,,,
SHAFFER LOGISTICS LLC,MONROEVILLE,PA,(513) 290-1576,MC1786178,4511424,,,
3 PEAKS LLC,ELIZABETHTOWN,PA,(717) 471-6860,MC1764062,4470046,,,
MM BEST CARGO INC,WILLIAMSPORT,PA,(646) 353-0962,MC1707416,4362567,,,
TOKISHO TRUCK LLC,READING,PA,(332) 223-9745,MC1752013,4447304,,,
DLYNN LOGISTICS LLC,CHAMBERSBURG,PA,(463) 290-0991,MC1802333,4541536,,,
BOSS PRIME TRANSPORT INC,PHILADELPHIA,PA,(267) 804-5353,MC1799158,4535709,,,
MOSLEY TRANSPORT OPERATIONS,RONCO,PA,(682) 415-3432,MC1723996,4393976,,,
MARATHON VENTURES LLC,DOVER,PA,(223) 306-4040,MC1801386,4539804,,,
JOYCE HAULING LLC,PITTSBURGH,PA,(412) 953-7662,MC1781495,4502705,,,
ALP TRANSPORTATION LLC,HARRISBURG,PA,(717) 255-9230,MC1782056,4503777,,,
YVETTE EXPRESS INC,HARRISBURG,PA,(571) 602-2429,MC1802951,4542675,,,
LEMOR WILSON LOGISTICS LLC,ALLENTOWN,PA,(484) 764-0528,MC1788879,4516507,,,
J & J FAST TRANSPORTATION INC,PHILADELPHIA,PA,(484) 325-1506,MC1744076,4432196,,,
T-E-A LOGISTICS LLC,TOBYHANNA,PA,(718) 954-5744,MC1785847,4510863,,,
NUECES LLC,PHILADELPHIA,PA,(267) 228-3124,MC1732569,4410528,,,
THREE LITTLE WOMEN TRUCKING LLC,WASHINGTON,PA,(412) 822-4690,MC1803249,4543173,,,
SHELELA-J EXPRESS LLC,HERMITAGE,PA,(724) 815-0345,MC1802085,4541091,,,
LUPO TRANSPORT & LOGISTICS LLC,CARNEGIE,PA,(689) 280-4392,MC1755258,4453368,,,
SMART CARRIER LLC,EASTON,PA,(732) 896-6117,MC1784708,4508786,,,
BATTLEGROUND TRUCKING LLC,HERMITAGE,PA,(724) 734-8315,MC1788808,4516377,,,
ACES TRANSPORTATION LLC,DARBY,PA,(267) 228-2704,MC1716795,4380012,,,
GREEN LAKE SERVICES CORP,JAMISON,PA,(929) 245-2530,MC1748656,4440871,,,
KIM ENTERPRISE LLC,EQUINUNK,PA,(845) 313-5556,MC1751942,4447184,,,
IRONLANE LOGISTICS INC,PITTSBURGH,PA,(283) 219-1708,MC1800752,4538681,,,
ROTHCO FINAL MILE LLC,MCADOO,PA,(814) 800-4533,MC1770635,4482476,,,
LINE UP STRUCTURES LLC,WAYNESBORO,PA,(270) 473-3086,MC1730013,4362134,,,
NOVA VITA LLC,BETHLEHEM,PA,(484) 635-0780,MC1781779,4503206,,,
PROTECHGARAGE LLC,PITTSBURGH,PA,(410) 618-2227,MC1802268,4387578,,,
"GASKINS MOBILE HOME TRANSPORT, LLC",GREENEVILLE,TN,(423) 823-1033,MC337314,741952,,,
JAMES D ROWLAND,BRADYVILLE,TN,(615) 207-5797,MC516110,939936,,,
BLUE STAR TRUCKING INC,ANTIOCH,TN,(629) 318-9298,MC756717,2179181,,,
FAST LANE CARRIERS LLC,LA VERGNE,TN,(855) 521-7907,MC869414,2507503,,,
24 SOUTHERN LOGISTICS LLC,NASHVILLE,TN,(615) 715-2768,MC861068,2486913,,,
WEST TN TRANSPORTATION LLC,MCKENZIE,TN,(731) 819-7077,MC908092,2589518,,,
A & F TRUCKING LLC,MEMPHIS,TN,(901) 500-8219,MC034871,2987757,,,
GRIZZLY TRANSPORTATION LLC,MEMPHIS,TN,(901) 401-5070,MC058605,3066896,,,
FOSTER K LOGISTICS LLC,NASHVILLE,TN,(615) 622-5635,MC1036938,3280125,,,
FJ EXPRESS LLC,MEMPHIS,TN,(901) 857-5424,MC1095402,3402417,,,
EAP LOGISTICS INC,MEMPHIS,TN,(901) 287-9931,MC1081885,3373518,,,
JAMES EDDIE SMITH,MOSS,TN,(931) 397-0394,MC1099540,3410637,,,
TERRY L COLEMAN,DICKSON,TN,(615) 979-7834,MC1120131,3445382,,,
WARRIOR TRANSPORTATION & LOGISTICS LLC,MEMPHIS,TN,(601) 896-6224,MC1111104,3430121,,,
CNS LOGISTICS INC,MEMPHIS,TN,(901) 907-1567,MC1121314,3447401,,,
Y&Z LOGISTICS LLC,OLD HICKORY,TN,(615) 892-3124,MC1224658,3603215,,,
GERALD SMITH,JAMESTOWN,TN,(931) 704-7999,MC1218545,3594266,,,
HOTSHOT DIRECT LLC,CORDOVA,TN,(901) 310-8079,MC1217981,3593443,,,
L & E LOGISTICS LLC,MADISON,TN,(615) 507-0127,MC1240353,3625941,,,
SALINAS TRANSPORT SOLUTIONS LLC,CLARKSVILLE,TN,(931) 998-0139,MC1189938,4324322,,,
CHORES LLC,NASHVILLE,TN,(901) 270-0350,MC1340319,3762863,,,
DERRICK T CUMMINGS,MCMINNVILLE,TN,(931) 581-2360,MC1323078,3739359,,,
92 ENTERPRISE LLC,CUMBERLAND GAP,TN,(606) 269-2138,MC1424857,3882465,,,
CROSS COUNTRY LOGISTICS LLC,MEMPHIS,TN,(901) 283-6588,MC1417776,3871856,,,
BIG BEECH TRUCKING LLC,NASHVILLE,TN,(615) 715-2002,MC1431553,3892567,,,
D'S TRUCKING & TRANSPORTATION LLC,BRENTWOOD,TN,(283) 210-4314,MC1410380,3860907,,,
DRIVER'S LOGISTICS LLC,MADISON,TN,(615) 981-2619,MC1395799,3839558,,,
TCW TRUCKING LLC,SHELBYVILLE,TN,(931) 212-5402,MC1584599,4135694,,,
JARNAGIN TRUCKING LLC,RAMER,TN,(662) 415-3197,MC1560536,4094482,,,
JD DELIVERY LLC,HENDERSONVLLE,TN,(615) 335-6407,MC1517687,4022665,,,
RASL LOGISTICS LLC,COLUMBIA,TN,(931) 215-3808,MC1607527,4121653,,,
FIXER NASHVILLE LLC,NASHVILLE,TN,(731) 435-0322,MC1681545,4313223,,,
TAHA N HALA TRANSPORTATION LLC,CORDOVA,TN,(901) 319-1700,MC1637203,4231562,,,
HUSTLER & FLO TRANSPORTATION SERVICES LLC,KNOXVILLE,TN,(865) 352-1044,MC1640771,4238090,,,
SE HOTSHOT TRUCKING LLC,CHATTANOOGA,TN,(423) 322-7787,MC1614519,4189820,,,
DEMARIO DELECTABLES DISTRIBUTION LLC,MEMPHIS,TN,(901) 256-6101,MC1677778,4306148,,,
KC SOLUTION LLC,CORDOVA,TN,(706) 833-8726,MC1802637,4542127,,,
TREE RUSSELL FREIGHTWAYS LLC,DRUMMONDS,TN,(901) 245-8029,MC1735281,4415678,,,
BTMT TRANSPORT LLC,WAVERLY,TN,(931) 622-0894,MC1802390,4541665,,,
RUSH TRUCKING & LOGISTICS LLC,MEMPHIS,TN,(504) 274-9616,MC1752121,4447520,,,
TWISTER TRANSPORT LLC,SPRING CITY,TN,(214) 505-9625,MC1803024,4542703,,,
HABIB LLC,LA VERGNE,TN,(615) 821-5982,MC1802759,4542319,,,
A2Z HAULING LLC,MEMPHIS,TN,(901) 500-7279,MC1788674,4516144,,,
UNITY AUTO TRANSPORT INC,LEBANON,TN,(615) 710-2089,MC1707587,4362879,,,
LOUS LOGISTICS LLC,MEMPHIS,TN,(901) 512-9269,MC1803160,4542992,,,
RAPID ROUTE EXPEDITING LLC,JACKSON,TN,(662) 491-1282,MC1801959,4540860,,,
ALEXANDER TRUCKING LLC,COLUMBIA,TN,(931) 384-0675,MC1724183,4394363,,,
TWISTED TRUCKING LLC,JACKSON,TN,(731) 499-0192,MC1722554,4380927,,,
GUTI SERVICES LLC,MEMPHIS,TN,(305) 986-5847,MC1759184,4460884,,,
NDK TRANSPORT LLC,CROSSVILLE,TN,(862) 306-5616,MC1802509,4541880,,,
LOKCAL VENTURES CORP,NEWPORT,TN,(562) 833-4754,MC1786000,4511104,,,
GM XPRESS LLC,SMYRNA,TN,(615) 290-7826,MC1802977,4542705,,,
START NOW KINGDOM FREIGHT LLC,LA VERGNE,TN,(901) 335-2939,MC1801436,4539907,,,
MOUNT AUREOL TRANSPORTATION LLC,LA VERGNE,TN,(615) 522-9740,MC1748168,4439941,,,
FOCUS HOTSHOT LLC,COOKEVILLE,TN,(931) 644-1579,MC1802074,4541070,,,
GUARDIAN TOW & TRANSPORT LLC,CLEVELAND,TN,(423) 580-5731,MC1802884,4542572,,,
"XANTERRA SOUTH RIM, L.L.C.",GRAND CANYON,AZ,(928) 638-2631,MC067751,405661,,,
ROSA M MEDINA,SAN LUIS,AZ,(928) 246-2477,MC552908,1463549,,,
"SAHARA PALLETS, LLC",SOMERTON,AZ,(928) 785-2506,MC798539,812789,,,
LORENA ARMENTA BURGOS,SOMERTON,AZ,(928) 750-9795,MC944669,2827798,,,
"TG EXPRESS, LLC",BUCKEYE,AZ,(951) 275-7161,MC069674,3086783,,,
1ST CAPITAL INVESTMENTS INC,CHANDLER,AZ,(480) 388-5605,MC111106,3160909,,,
DRG TRUCKING LLC,SAN TAN VALLEY,AZ,(480) 440-0430,MC071363,2566699,,,
CV TRANSPORT INC,PHOENIX,AZ,(909) 218-6300,MC1006835,3218711,,,
RGID TRANSPORT LLC,PHOENIX,AZ,(623) 225-0253,MC176768,3201554,,,
FREEDOM USA CORPORATION,LAKE HAVASU CITY,AZ,(818) 629-3482,MC1021945,3248782,,,
SMART LOGISTICS LLC,BUCKEYE,AZ,(442) 244-1856,MC1009387,3223711,,,
EMZ GLOBAL INC,PHOENIX,AZ,(530) 650-5378,MC1051891,3311300,,,
ROBOT-O LOGISTICS LLC,CHANDLER,AZ,(480) 901-6839,MC1097616,3405561,,,
CZAR TRUCKING INC,MESA,AZ,(917) 770-6704,MC1140154,3477432,,,
MAGENTA LOGISTICS LLC,TUCSON,AZ,(619) 415-9610,MC1193101,3556718,,,
RIVAS XPRESS LLC,GLENDALE,AZ,(602) 721-0191,MC1171573,3525228,,,
LAQ TRUCKING LLC,GOODYEAR,AZ,(623) 692-7604,MC1228847,3609329,,,
YOYDENIS TRUCKING LLC,PHOENIX,AZ,(813) 770-1746,MC1203923,3572562,,,
1532 TRUCKING LLC,FLAGSTAFF,AZ,(334) 349-2649,MC1244505,3631571,,,
NINETY2 LOGISTICS LLC,MESA,AZ,(928) 366-9584,MC1275647,3674198,,,
DEVIL DAWG DISPATCH LLC,LITCHFIELD PARK,AZ,(678) 283-3051,MC1335021,3755713,,,
ESMART TRANSPORT LLC,ELOY,AZ,(909) 486-9935,MC1324791,3741724,,,
CHEMICAL STRATEGIES INC,PHOENIX,AZ,(623) 551-5533,MC1349336,2338954,,,
ROYRACROS TRANSPORT LLC,GLENDALE,AZ,(602) 736-9471,MC1372308,3806849,,,
UNITED FREIGHT LLC,PHOENIX,AZ,(602) 500-3537,MC1386001,3825773,,,
MA TRANSPORT SOLUTIONS INC,GILBERT,AZ,(520) 442-2466,MC1394449,3837631,,,
HAULING AZZ TRANSPORTATION SERVICES LLC,PHOENIX,AZ,(504) 485-1859,MC1391309,3833199,,,
JCF TRANSPORTATION LLC,YUMA,AZ,(602) 345-0488,MC1436204,3899607,,,
BAK EXPRESS LLC,LITCHFIELD PK,AZ,(602) 680-8182,MC1464602,3942441,,,
JMCE TRANSPORT LLC,NOGALES,AZ,(520) 223-2531,MC1384070,3823077,,,
BERTO'S BIG BOYZ TRUCKING LLC,ELOY,AZ,(520) 373-4255,MC1460192,3935873,,,
OUT OF HARMS WAY LLC,SCOTTSDALE,AZ,(623) 806-9924,MC1443946,3911351,,,
DPAT TRANSPORTS LLC,SUN CITY,AZ,(602) 785-8069,MC1559504,4092722,,,
UNLIMITED XPRESS LLC,GLENDALE,AZ,(480) 645-4993,MC1580331,4128339,,,
PRO TRANSPORT LLC,GLENDALE,AZ,(480) 993-5017,MC1522336,4030065,,,
A SELECT LLC,SURPRISE,AZ,(480) 469-7284,MC1504100,4001595,,,
WILSON JJ TRUCKING LLC,RIO RICO,AZ,(520) 988-4678,MC1511151,4012415,,,
OZON TRUCKING LLC,PHOENIX,AZ,(602) 737-8612,MC1494488,3986886,,,
ABBY TRANSPORTATION GROUP LLC,MARICOPA,AZ,(505) 900-1151,MC1695199,4339185,,,
RAPID WAY LOGISTICS LLC,LITCHFIELD PARK,AZ,(480) 743-3804,MC1668295,4288597,,,
RAPID AUTO CARRIERS LLC,QUARTZSITE,AZ,(909) 418-8362,MC1692532,4334087,,,
AVG EXPRESS LLC,TUCSON,AZ,(520) 427-4342,MC1686978,4323070,,,
DOZAL'S TRANSPORTATION LLC,GLENDALE,AZ,(602) 367-3214,MC1621977,4203286,,,
VIKING INDEPENDENT PETROLEUM LLC,FLAGSTAFF,AZ,(928) 287-1617,MC1646842,4249251,,,
BLUHORIZONS LLC,GLENDALE,AZ,(623) 313-5381,MC1695665,4340149,,,
A & J REFRIGERATED LLC,SAN LUIS,AZ,(619) 944-8894,MC1645714,4247157,,,
MCINTOSH POTABLE WATER LLC,KINGMAN,AZ,(928) 279-4136,MC1701506,4351467,,,
DESERT CROWN CARGO LLC,PHOENIX,AZ,(602) 989-1173,MC1800067,4537392,,,
B & R EXPRESS TRUCKING LLC,TUCSON,AZ,(914) 646-9994,MC1781060,4501876,,,
JOHNSTON LOGISTICS LLC,QUEEN CREEK,AZ,(602) 492-0200,MC1734728,4414658,,,
EL FLACO TRANSPORTATION LLC,PHOENIX,AZ,(602) 425-6287,MC1725251,4314181,,,
WEST PHOENIX TRANSPORTATION LLC,AVONDALE,AZ,(623) 879-2401,MC1713167,4131983,,,
EXPERIENCE WILL LLC,EL MIRAGE,AZ,(623) 418-5133,MC1796419,3176415,,,
PICK UP AND GO TRUCKING LLC,LITCHFIELD PARK,AZ,(562) 587-7258,MC1707362,4362454,,,
ARIAARIA TRUCKING LLC,PHOENIX,AZ,(949) 386-9831,MC1799827,4536977,,,
P&P TRUCK LINES LLC,NOGALES,AZ,(520) 470-3148,MC1705569,4359275,,,
KIS TRUCKING LLC,BUCKEYE,AZ,(714) 492-0935,MC1712462,4371870,,,
SMART AZSETS,GILBERT,AZ,(312) 885-2525,MC1802879,4542565,,,
EAM LOGISTICS LLC,CASA GRANDE,AZ,(520) 840-3646,MC1714997,4376634,,,
WILDER TORRES LLC,GLENDALE,AZ,(502) 826-1234,MC1793990,4526098,,,
PIMA TRANSPORT AND LOGISTICS LLC,TUCSON,AZ,(520) 596-2591,MC1727748,4349141,,,
TRAX TRANSPORTATION LLC,CASA GRANDE,AZ,(831) 224-4071,MC1793464,4525095,,,
EN MOTION LLC,PHOENIX,AZ,(602) 676-1180,MC1768841,4479177,,,
AFT TRANSPORTATION LLC,GLENDALE,AZ,(623) 632-5774,MC1802845,4542511,,,
ICEBREAKERS ARTESIAN SPRING WATER LLC,GLENDALE,AZ,(623) 336-5355,MC1746493,4436721,,,
"LEON AND SON TRUCKING CO, INC",GARFIELD,NJ,(201) 679-3534,MC257574,469984,,,
MAVRICK TRANSPORTATION INC.,SO. PLAINFIELD,NJ,(908) 754-9404,MC367279,804593,,,
CHRISTOPHER RIEGEL,SALEM,NJ,(609) 352-2306,MC500875,696715,,,
HOOKERS TOWING & TRANSPORT LLC,WRIGHTSTOWN,NJ,(609) 304-9415,MC677924,1879147,,,
COLAMERICA TRUCKING LLC,ENGLEWOOD,NJ,(201) 937-2688,MC727614,2084754,,,
TRIPLE M AFFORDABLE TOWING LLC,WILLINGBORO,NJ,(609) 288-0008,MC816292,1780231,,,
URBAN FREIGHT SERVICES LLC,PASSAIC,NJ,(201) 446-1998,MC796329,1443057,,,
ALL STAR TOWING AND TRANSPORT,WASHINGTON TWP,NJ,(201) 394-1377,MC821502,2389929,,,
SMA RAZA TRANSPORT INC,ANDOVER,NJ,(973) 713-9005,MC822871,1113744,,,
MIRANDA XPRESS LLC,LITTLE FALLS,NJ,(973) 405-9681,MC824712,2398414,,,
PLYMOUTH INDUSTRIES LLC,BRANCHBURG,NJ,(908) 270-6442,MC851058,2462809,,,
MVS LOGISTICS LLC,NEWARK,NJ,(845) 624-9399,MC849306,2458723,,,
ICM LOGISTICS LLC,VINELAND,NJ,(609) 840-0002,MC914337,2628289,,,
HAWK TRUCKING LLC,SECAUCAS,NJ,(908) 377-0436,MC900052,2574060,,,
SMA RAZA INC,LEDGEWOOD,NJ,(973) 347-1145,MC953839,885287,,,
ZORRITO TRUCKING L.L.C.,PENNSVILLE,NJ,(856) 279-1810,MC977066,2901428,,,
SANTANA TRANSFER LLC,PISCATAWAY,NJ,(646) 664-6128,MC970645,3927755,,,
DON GUITO LOGISTICS LLC,EAST WINDSOR,NJ,(609) 955-6162,MC114135,3165366,,,
EASTSIDE BULK TRANSPORT LLC,LAKE HOPATCONG,NJ,(973) 303-1200,MC029162,3011130,,,
BLUE SKY EXPRESS LLC,DELRAN,NJ,(609) 304-5524,MC037140,3026395,,,
WHITESTAR ENTERPRISE LLC,WOODLAND PARK,NJ,(201) 936-4768,MC077848,3101848,,,
RANCHO GENARA TRANSPORT LLC,EDISON,NJ,(732) 621-9340,MC074016,3094832,,,
TMK ENTERPRISES LLC,KENVIL,NJ,(973) 927-9194,MC015836,640730,,,
YANTO EXPRESS LLC,RIDGEFIELD PARK,NJ,(551) 900-2202,MC042345,2206937,,,
DACO TRANSPORTATION LLC,NUTLEY,NJ,(551) 556-7047,MC114043,3165249,,,
YANAL TRANSPORT LLC,HAMPTON,NJ,(908) 838-1360,MC105747,3152509,,,
ROB & ROBERLY TRANSPORT LLC,RAHWAY,NJ,(908) 952-0250,MC1003058,3211632,,,
GREEN BROTHERS LOGISTICS CORP,NEWARK,NJ,(201) 966-0453,MC1074758,3269326,,,
A&A DELIVERY SERVICE INC,JERSEY CITY,NJ,(201) 234-1509,MC1052458,3312437,,,
MBM TRUCKING LLC,BAYONNE,NJ,(201) 725-1107,MC1061929,3331899,,,
CRUZ TRANSPORT LLC,EDISON,NJ,(908) 635-1904,MC1091906,3395240,,,
CDN HUNT TRANSPORTATION LLC,ELIZABETH,NJ,(908) 967-3174,MC1070884,3350086,,,
HUSH LOGISTICS LLC,NORWOOD,NJ,(646) 421-7778,MC1058835,3325387,,,
J & S TRUCKING SERVICES INC,TEANECK,NJ,(631) 645-1887,MC1090163,3391673,,,
GABRIEL TRUCKING LLC,WEST ORANGE,NJ,(973) 288-3476,MC1160309,3508159,,,
GOLDEN LOGISTICS INC,LINDEN,NJ,(908) 758-8976,MC1118317,3442291,,,
FJA LOGISTICS LLC,PATERSON,NJ,(862) 763-0040,MC1092052,3395565,,,
FRANCO CONTRACTING LLC,MORRISTOWN,NJ,(973) 219-5443,MC1075831,3354947,,,
GUS TRUCKING CORP,LINDEN,NJ,(908) 220-2673,MC1085131,3380920,,,
NINOSHKA TRANSPORT LLC,ROBBINSVILLE,NJ,(856) 776-9746,MC1068624,3345223,,,
GEO LOGISTICS CORP,HAMPTON,NJ,(201) 757-5173,MC1087764,3386628,,,
DRT TRUCKING LLC,NEWARK,NJ,(973) 771-8620,MC1066935,3342116,,,
NEW GREEN FREIGHT INC,LAKEWOOD,NJ,(848) 224-5094,MC1147271,3488445,,,
FF & R LOGISTIC LLC,NEWARK,NJ,(201) 895-8733,MC1096357,3404283,,,
FORWARD DRIVE TRANSPORT INC,MORGANVILLE,NJ,(732) 318-9410,MC1130883,2591407,,,
A&D LOGISTIC TEAM LLC,LYNDHURST,NJ,(862) 287-8846,MC1250196,3639717,,,
BRADDAL TRANSPORT LLC,MAPLEWOOD,NJ,(908) 494-6081,MC1228709,3609124,,,
UNITY EXPRESS LLC,WILLINGBORO,NJ,(267) 897-1875,MC1184614,3544370,,,
RENAS EXPRESS LLC,TOMS RIVER,NJ,(718) 916-3546,MC1291997,3696913,,,
